,image_id,question,question_id,answer
12499,333691,Is there a rocking chair?,333691001,yes
12500,488822,Is this picture taken in America?,488822002,no
12501,115069,What season is it in this picture?,115069003,spring
12502,123639,Is the car moving?,123639003,yes
12503,92134,Is the beach busy?,92134002,no
12504,482514,How many suitcases?,482514005,0
12505,145684,What color is the snow?,145684002,white
12506,438989,What color is the woman's dress?,438989003,blue
12507,12204,Are the giraffes facing the same direction?,12204002,no
12508,512455,What color is the person's pants?,512455004,red
12509,216497,What design is the door?,216497005,shaker
12510,167529,Where are the cups in the picture?,167529001,by sink
12511,406848,Is there a cat in this picture?,406848000,no
12512,271032,What color are the rocks?,271032000,brown
12513,393031,Are the people young or old?,393031004,young
12514,473323,Who is holding the bat?,473323002,batter
12515,391132,What colors are the foods?,391132002,orange
12516,185292,Is there rocks in the water?,185292005,no
12517,302599,What two letters make up the skateboard brand that is sponsoring the event?,302599003,dc
12518,167894,What is the name of the street?,167894002,ellis
12519,34205,What are the green leaves?,34205018,parsley
12520,302606,What kind of food in the bowls?,302606003,soup
12521,419723,What kind of food is this?,419723001,pork
12522,8401,How many of the bears in this image are brown?,8401003,3
12523,166391,Where are traffic lights?,166391028,wires
12524,263323,How many people are in the picture?,263323000,2
12525,444028,What logo is on the player's wristband?,444028006,nike
12526,380932,What old color paint is showing through on the fire hydrant?,380932002,yellow
12527,551510,How many boats are in the water?,551510001,1
12528,526044,Is the cow a steer or a heifer?,526044005,heifer
12529,325568,What baseball team is in the picture?,325568006,mets
12530,100500,What color are the blinds?,100500002,brown
12531,361571,What is on the dogs head?,361571001,hat
12532,400265,Does the image on the screen show the same man that is on the stage?,400265002,yes
12533,98493,Is this a bus stop?,98493005,no
12534,475043,Who makes the laptop?,475043002,apple
12535,569893,What color is the figure on the banner?,569893002,orange
12536,306693,Is this the only car that is around?,306693004,yes
12537,75162,Is the zebra in it's natural habitat?,75162003,no
12538,58006,What does the runner's uniform say?,58006001,pacific
12539,563083,Is this a man?,563083000,yes
12540,96107,Is the Countertop white?,96107006,yes
12541,183393,Who is the woman taking a photograph of?,183393000,herself
12542,518524,Are these appliances energy efficient?,518524001,yes
12543,112698,What is the man in front of the chair doing?,112698005,watching
12544,353866,Is the picture in color?,353866000,no
12545,315976,How many people are on the sidewalk?,315976002,2
12546,475024,What color is the table?,475024001,brown
12547,127044,What is the number on the front of the train?,127044005,8401
12548,43680,How many cattle in total?,43680003,8
12549,153150,What breed of dog is this?,153150000,weimaraner
12550,365366,How many stripes of yarn are shown on the parking meter?,365366003,5
12551,199842,What is the bus' destination?,199842001,gateshead
12552,10764,What game are they playing?,10764007,baseball
12553,264948,What color hat is she wearing?,264948003,white
12554,323979,What team is playing at home today?,323979001,reds
12555,559166,What are the streets made of?,559166000,stone
12556,183666,How many chimneys are in the photo?,183666010,0
12557,486964,What are the zebras standing on?,486964008,dirt
12558,75285,What are the black objects used for?,75285017,working
12559,552752,Is the train moving?,552752002,no
12560,452793,What room of the house is this?,452793001,kitchen
12561,390975,Does the slide have eyes and ears?,390975001,yes
12562,199047,What is it pointing at?,199047003,nothing pointing
12563,129739,What type of light is hanging from the ceiling?,129739002,chandelier
12564,320554,Are black cats good luck?,320554001,no
12565,524245,What does the writing on the bag read?,524245002,can't read
12566,167529,Is the water hot?,167529011,yes
12567,16098,What is on the table?,16098001,book
12568,413666,Which border is wearing a knee brace?,413666006,one in white
12569,322125,What are they?,322125000,cups
12570,335041,What color is her jacket?,335041002,red
12571,338532,How tall might this giraffe be?,338532002,8 foot
12572,249184,Is the sky clear?,249184000,no
12573,293245,What number does it say on the wall?,293245004,500
12574,50828,What color is the rug?,50828013,gray
12575,572517,Does the bear have anything to play with?,572517003,no
12576,154342,What is the color of the sky?,154342001,blue
12577,95620,What color is inside the cake?,95620006,brown
12578,384496,Is someone riding the horses?,384496000,no
12579,363736,Is the light on or off?,363736002,off
12580,384670,What color headband does the man in yellow shirt have on his head?,384670002,blue
12581,422253,How many animals do you see?,422253002,2
12582,180718,What is the man cutting?,180718007,onion
12583,452695,What appliance is mounted high on the wall?,452695000,fan
12584,527363,How many animals?,527363003,2
12585,21639,What color is the frosting?,21639003,white
12586,105711,"If this was made in Chicago, what would it be called?",105711003,chicago style pizza
12587,75146,What is in the background?,75146002,trees
12588,126216,What is eating the tree?,126216005,elephant
12589,553083,What kind of dog is in the photo?,553083000,poodle
12590,205577,Where is the red towel?,205577013,on fridge
12591,451496,What metal is the mirror made of?,451496002,aluminum
12592,75563,What is this device?,75563001,mouse
12593,421811,What is the color of the table?,421811001,red
12594,216618,What color are the buses?,216618007,white
12595,189842,What is the bench made of?,189842009,wood
12596,223739,How many people are in the photo?,223739000,many
12597,285558,Is anyone reading a book?,285558000,yes
12598,244019,What is this scene?,244019003,street
12599,221713,What color is the stop light behind the man?,221713002,green
12600,545220,What shape is the white form on the red jacket?,545220001,diamond
12601,105812,What kind of sandwich is this?,105812006,turkey
12602,6864,Where is this located?,6864001,airport
12603,21382,What kind of weather it is?,21382000,sunny
12604,453634,Is this room the kitchen?,453634002,no
12605,157789,What regional cuisine is pictured here?,157789017,italian
12606,397628,What color is the sign?,397628001,red
12607,251531,Is this meal vegetarian?,251531003,no
12608,278375,What is the fire hydrant next to?,278375002,road
12609,509192,Where is the woman standing?,509192002,kitchen
12610,467742,Is this woman married?,467742001,yes
12611,150943,How tall is the person?,150943002,6 feet
12612,483469,How many stars should be on the van?,483469002,0
12613,465489,How many people are walking in the snow?,465489006,1
12614,257941,Is there a cup on the Photo?,257941000,yes
12615,571264,What is the man doing?,571264003,standing
12616,496525,What is the picture on the wall hanging over?,496525011,tv
12617,321968,What are in the big jugs?,321968000,water
12618,12230,Where is the license plate?,12230001,front
12619,385115,Which direction is the girl pulling the kite?,385115008,down
12620,38540,What vehicles are shown?,38540015,bus
12621,261097,Who is one of the main supporters?,261097007,suez
12622,487289,What was used to cut the food?,487289000,knife
12623,444887,How many pizza slices are there?,444887003,1
12624,314125,"How many ""S"" patterns are on the plate?",314125002,0
12625,136411,Who wrote the song that is referred to in this photo?,136411001,mc hammer
12626,175688,What color trim is on the building?,175688001,blue
12627,537280,Is it wet outside?,537280002,yes
12628,88784,Is this the ocean?,88784004,yes
12629,94194,What is on the cake?,94194024,flower
12630,579081,Is it dangerous what this person is doing?,579081000,yes
12631,518377,What type of architecture is the tower?,518377002,roman
12632,79397,Are these people working?,79397002,no
12633,361831,What does the sign say?,361831002,2 allenby tce
12634,76257,Is the bike stationary?,76257002,no
12635,268350,Is this a hotel room?,268350001,no
12636,294763,Is this in a store?,294763003,yes
12637,25228,What is the woman floating on?,25228001,surfboard
12638,494273,What is the kid wearing?,494273001,shirt
12639,310227,What sexual kink is represented in this image?,310227000,feet
12640,415196,How many lamps are in the room?,415196009,1
12641,165419,What is this man doing?,165419004,jumping
12642,335472,Is the woman skiing uphill or downhill?,335472003,downhill
12643,95251,What are these men playing?,95251002,wii
12644,253740,Can you see through the oven door?,253740001,yes
12645,318561,Where do the animals live?,318561006,farm
12646,38180,Do you see many cars and trucks?,38180002,yes
12647,301438,What brand tennis racket?,301438005,adidas
12648,39540,What is on the plate in the back left of the photo?,39540009,fries
12649,34708,What type of beverage are the people waiting to drink?,34708001,beer
12650,530820,What is this game?,530820002,tennis
12651,29648,What color is the wall?,29648001,white
12652,146667,How many orange cones do you see?,146667000,2
12653,87393,Is this a Little League game?,87393000,no
12654,250680,Are they the same type of birds?,250680004,yes
12655,431854,Is it snowing outside?,431854000,no
12656,405222,Could this be a civil war reenactment?,405222003,yes
12657,125527,What is he standing in front of?,125527000,books
12658,93620,Is this in a park?,93620000,no
12659,34183,What does the box say?,34183000,north beach pizza
12660,12085,What color is the pillow on the left?,12085007,white
12661,314112,What color is her dress?,314112009,blue
12662,225574,What color is the building?,225574001,brown
12663,341973,What color is the woman's jacket?,341973003,yellow
12664,437110,Are there chairs on the lawn?,437110009,no
12665,403385,Is there a mop in the bathroom?,403385002,no
12666,271452,What county are we in?,271452000,vietnam
12667,467873,Are the elephants standing in grass?,467873003,no
12668,213765,Are there plants in the window?,213765000,yes
12669,257136,Is everyone wearing a hat?,257136013,no
12670,326582,What color is the rocket?,326582003,gray
12671,144715,Is this a steam powered train?,144715003,yes
